Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,lag_demand_1,lag_demand_7,lag_demand_30,rolling_mean_7,rolling_mean_30,seasonal_index,expected_promo_uplift,price_elasticity,stock_cover_days,inventory_turnover,lead_time_demand
2023-06-06,S003,P0001,Electronics,North,353,295,160,306.05,52.97,15,Rainy,0,56.36,Summer,169.0,93.0,98.0,98.85714285714286,128.3,0.9924041127832443,0.0,-4.828975578189656,3.567200808430778,0.8354573775134522,692.0
2023-06-07,S003,P0001,Electronics,South,77,69,145,71.6,60.9,20,Cloudy,1,56.29,Winter,295.0,11.0,397.0,107.14285714285714,117.36666666666666,1.0026814243408946,0.0,-4.828975578189656,0.7179965365658719,0.8949416342412452,750.0
2023-06-08,S003,P0001,Electronics,North,87,73,185,84.73,77.95,20,Snowy,0,75.45,Spring,69.0,90.0,147.0,104.71428571428571,114.9,0.9953244926435111,0.0,-4.828975578189656,0.8300395256916997,0.8381171067738232,733.0
2023-06-09,S003,P0001,Clothing,South,149,14,118,22.77,92.36,0,Sunny,1,88.25,Autumn,73.0,97.0,15.0,92.85714285714286,114.86666666666666,1.0096550398328077,0.0,-4.828975578189656,1.602889196250192,0.09389671361502348,650.0
2023-06-10,S003,P0001,Clothing,North,323,209,64,204.94,79.48,0,Sunny,0,83.29,Autumn,14.0,21.0,145.0,119.71428571428571,117.0,1.0096550398328077,0.0,-4.828975578189656,2.6958387981399787,0.6468585577220675,838.0
2023-06-11,S003,P0001,Clothing,East,75,48,54,42.59,34.05,0,Sunny,0,38.29,Spring,209.0,9.0,23.0,125.28571428571429,117.83333333333333,0.9953244926435111,0.0,-4.828975578189656,0.59815426683377,0.6391478029294275,877.0
2023-06-12,S003,P0001,Toys,North,299,250,108,259.34,63.8,0,Snowy,1,65.23,Spring,48.0,169.0,102.0,136.85714285714286,122.76666666666667,0.9953244926435111,0.0,-4.828975578189656,2.183164702200897,0.8358408559010364,958.0
2023-06-13,S003,P0001,Clothing,North,114,10,169,5.69,69.1,20,Cloudy,1,71.89,Autumn,250.0,295.0,273.0,96.14285714285714,114.0,1.0096550398328077,0.0,-4.828975578189656,1.1845034881994954,0.0876424189307625,673.0
2023-06-14,S003,P0001,Toys,West,323,182,71,194.89,13.44,0,Cloudy,1,10.29,Autumn,10.0,69.0,43.0,112.28571428571429,118.63333333333334,1.0096550398328077,0.0,-4.828975578189656,2.874030761408415,0.5632930981120395,786.0
2023-06-15,S003,P0001,Furniture,South,472,469,50,475.48,69.52,15,Rainy,0,72.18,Spring,182.0,73.0,3.0,168.85714285714286,134.16666666666666,0.9953244926435111,0.0,-4.828975578189656,2.7936078464530314,0.99343359457742,1182.0
2023-06-16,S003,P0001,Toys,West,228,159,162,178.69,70.12,5,Sunny,0,72.14,Spring,469.0,14.0,465.0,189.57142857142858,123.96666666666667,0.9953244926435111,0.0,-4.828975578189656,1.2020787828575732,0.6970626918018413,1327.0
2023-06-17,S003,P0001,Groceries,South,251,243,147,250.31,13.03,0,Cloudy,0,8.25,Spring,159.0,209.0,53.0,194.42857142857142,130.3,0.9953244926435111,0.0,-4.828975578189656,1.2902988910920175,0.967741935483871,1361.0
2023-06-18,S003,P0001,Groceries,East,238,63,152,72.47,82.38,0,Cloudy,1,85.25,Summer,243.0,48.0,222.0,196.57142857142858,125.0,0.9924041127832443,0.0,-4.828975578189656,1.2101401903101618,0.2645947081058379,1376.0
2023-06-19,S003,P0001,Electronics,South,342,23,167,38.45,35.65,15,Snowy,1,37.31,Spring,63.0,250.0,25.0,164.14285714285714,124.93333333333334,0.9953244926435111,0.0,-4.828975578189656,2.0822823345220494,0.06723180356620871,1149.0
2023-06-20,S003,P0001,Furniture,East,153,90,108,87.62,64.29,10,Rainy,1,62.37,Autumn,23.0,10.0,118.0,175.57142857142858,124.0,1.0096550398328077,0.0,-4.828975578189656,0.8709441327152964,0.5878510777269759,1229.0
2023-06-21,S003,P0001,Groceries,South,134,96,153,93.26,49.19,10,Sunny,1,50.52,Autumn,90.0,182.0,55.0,163.28571428571428,125.36666666666666,1.0096550398328077,0.0,-4.828975578189656,0.8201451429570692,0.7158836689038032,1143.0
2023-06-22,S003,P0001,Electronics,South,317,59,131,78.2,67.19,20,Rainy,1,63.03,Spring,96.0,469.0,69.0,104.71428571428571,125.03333333333333,0.9953244926435111,0.0,-4.828975578189656,3.02439689246286,0.18606117943866288,733.0
2023-06-23,S003,P0001,Toys,West,173,104,76,96.18,21.23,20,Snowy,0,18.24,Spring,59.0,159.0,162.0,96.85714285714286,123.1,0.9953244926435111,0.0,-4.828975578189656,1.7842935022837778,0.6008087810514154,678.0
2023-06-24,S003,P0001,Groceries,West,427,411,27,411.51,90.11,15,Sunny,1,90.36,Spring,104.0,243.0,67.0,120.85714285714286,134.56666666666666,0.9953244926435111,0.0,-4.828975578189656,3.5301759773237276,0.9623039100913134,846.0
2023-06-25,S003,P0001,Groceries,South,337,151,91,156.14,75.01,20,Rainy,0,72.59,Spring,411.0,63.0,173.0,133.42857142857142,133.83333333333334,0.9953244926435111,0.0,-4.828975578189656,2.5238044292286297,0.4479382972411747,933.9999999999999
2023-06-26,S003,P0001,Electronics,East,495,22,83,22.24,73.53,10,Sunny,1,70.02,Autumn,151.0,23.0,124.0,133.28571428571428,130.43333333333334,1.0096550398328077,0.0,-4.828975578189656,3.7110420906072616,0.044435467582306605,933.0
2023-06-27,S003,P0001,Clothing,West,148,140,176,154.8,73.41,0,Snowy,1,69.82,Summer,22.0,90.0,177.0,140.42857142857142,129.2,0.9924041127832443,0.0,-4.828975578189656,1.053166615838162,0.9453072248480756,982.9999999999999
2023-06-28,S003,P0001,Toys,East,475,333,145,347.25,44.04,0,Rainy,0,43.83,Winter,140.0,96.0,206.0,174.28571428571428,133.43333333333334,1.0026814243408946,0.0,-4.828975578189656,2.7238469730482513,0.7009050726162913,1220.0
2023-06-29,S003,P0001,Electronics,South,97,43,133,53.33,63.77,20,Rainy,0,62.32,Summer,333.0,59.0,93.0,172.0,131.76666666666668,0.9924041127832443,0.0,-4.828975578189656,0.5636257989540965,0.4428424304840371,1204.0
2023-06-30,S003,P0001,Furniture,South,393,119,176,117.7,94.63,5,Rainy,1,90.33,Autumn,43.0,104.0,11.0,174.14285714285714,135.36666666666667,1.0096550398328077,0.0,-4.828975578189656,2.2554726572107895,0.30272195370134825,1219.0
2023-07-01,S003,P0001,Groceries,South,294,245,34,259.32,94.53,10,Rainy,0,95.69,Winter,119.0,411.0,90.0,150.42857142857142,140.53333333333333,1.0026814243408946,0.0,-4.828975578189656,1.953117585650565,0.8330499829989799,1053.0
2023-07-02,S003,P0001,Groceries,West,285,106,128,100.15,76.67,20,Snowy,0,72.14,Autumn,245.0,151.0,97.0,144.0,140.83333333333334,1.0096550398328077,0.0,-4.828975578189656,1.977793199167245,0.3717993686425815,1008.0
2023-07-03,S003,P0001,Furniture,North,469,173,200,190.43,95.1,20,Sunny,0,95.06,Winter,106.0,22.0,21.0,165.57142857142858,145.9,1.0026814243408946,0.0,-4.828975578189656,2.8309045442786926,0.3687913024941377,1159.0
2023-07-04,S003,P0001,Clothing,South,227,128,133,123.71,23.9,10,Cloudy,0,26.66,Summer,173.0,140.0,9.0,163.85714285714286,149.86666666666667,0.9924041127832443,0.0,-4.828975578189656,1.3845081467282392,0.5636283575517393,1147.0
2023-07-05,S003,P0001,Electronics,East,339,187,77,180.79,35.21,20,Rainy,1,34.51,Winter,128.0,333.0,169.0,143.0,150.46666666666667,1.0026814243408946,0.0,-4.828975578189656,2.368972746331237,0.5514597463874963,1001.0
2023-07-06,S003,P0001,Groceries,North,151,25,70,40.64,14.4,15,Cloudy,0,18.73,Spring,187.0,43.0,295.0,140.42857142857142,141.46666666666667,0.9953244926435111,0.0,-4.828975578189656,1.0745145877808275,0.1654533421575116,982.9999999999999
2023-07-07,S003,P0001,Furniture,East,500,21,155,38.51,43.74,10,Cloudy,0,44.18,Summer,25.0,119.0,69.0,126.42857142857143,139.86666666666667,0.9924041127832443,0.0,-4.828975578189656,3.9516766399458056,0.041991601679664065,885.0
2023-07-08,S003,P0001,Groceries,North,252,98,114,88.13,49.1,0,Rainy,0,45.52,Summer,21.0,245.0,73.0,105.42857142857143,140.7,0.9924041127832443,0.0,-4.828975578189656,2.3879788818194125,0.3887346291154304,738.0
2023-07-09,S003,P0001,Clothing,North,441,163,143,155.14,98.0,20,Rainy,0,101.87,Autumn,98.0,106.0,14.0,113.57142857142857,145.66666666666666,1.0096550398328077,0.0,-4.828975578189656,3.8796028654015333,0.36953071865790066,795.0
2023-07-10,S003,P0001,Groceries,North,106,91,147,85.05,99.27,10,Sunny,1,102.15,Winter,163.0,173.0,209.0,101.85714285714286,141.73333333333332,1.0026814243408946,0.0,-4.828975578189656,1.0396525150623512,0.8576814326107446,713.0
2023-07-11,S003,P0001,Groceries,North,311,199,51,218.89,46.34,10,Rainy,1,50.91,Spring,91.0,128.0,48.0,112.0,146.76666666666668,0.9953244926435111,0.0,-4.828975578189656,2.7743086529884033,0.6396657023465123,784.0
2023-07-12,S003,P0001,Furniture,West,171,6,91,20.09,94.53,15,Snowy,1,97.52,Winter,199.0,187.0,250.0,86.14285714285714,138.63333333333333,1.0026814243408946,0.0,-4.828975578189656,1.9827729004472423,0.03506721215663355,603.0
2023-07-13,S003,P0001,Clothing,South,350,102,61,112.98,29.61,5,Rainy,1,27.06,Winter,6.0,25.0,10.0,97.14285714285714,141.7,1.0026814243408946,0.0,-4.828975578189656,3.5992360805053627,0.2913453299057412,680.0
2023-07-14,S003,P0001,Groceries,East,425,235,53,236.37,13.37,0,Sunny,1,9.33,Winter,102.0,21.0,182.0,127.71428571428571,143.46666666666667,1.0026814243408946,0.0,-4.828975578189656,3.3251369174024816,0.5528111032698189,894.0
2023-07-15,S003,P0001,Furniture,East,383,302,102,307.31,55.76,0,Snowy,1,58.8,Winter,235.0,98.0,469.0,156.85714285714286,137.9,1.0026814243408946,0.0,-4.828975578189656,2.4401565486484027,0.7883059253458626,1098.0
2023-07-16,S003,P0001,Furniture,South,464,301,143,320.33,63.67,10,Cloudy,0,63.68,Winter,302.0,163.0,159.0,176.57142857142858,142.63333333333333,1.0026814243408946,0.0,-4.828975578189656,2.626344303388049,0.6485671191553544,1236.0
2023-07-17,S003,P0001,Electronics,East,295,30,52,22.5,15.16,5,Snowy,0,13.24,Spring,301.0,91.0,243.0,167.85714285714286,135.53333333333333,0.9953244926435111,0.0,-4.828975578189656,1.7564004422896997,0.10166045408336156,1175.0
2023-07-18,S003,P0001,Clothing,West,73,51,49,62.18,63.18,20,Rainy,0,58.36,Autumn,30.0,199.0,63.0,146.71428571428572,135.13333333333333,1.0096550398328077,0.0,-4.828975578189656,0.4972268171645422,0.6976744186046512,1027.0
2023-07-19,S003,P0001,Groceries,West,244,4,53,14.35,66.13,10,Sunny,0,68.72,Autumn,51.0,6.0,23.0,146.42857142857142,134.5,1.0096550398328077,0.0,-4.828975578189656,1.6652042507555818,0.01638672675133142,1025.0
2023-07-20,S003,P0001,Clothing,North,424,154,181,153.95,84.22,0,Rainy,0,85.97,Summer,4.0,102.0,90.0,153.85714285714286,136.63333333333333,0.9924041127832443,0.0,-4.828975578189656,2.754013176208592,0.3631219052110351,1077.0
2023-07-21,S003,P0001,Furniture,West,466,246,173,241.34,47.86,0,Sunny,0,48.47,Summer,154.0,235.0,96.0,155.42857142857142,141.63333333333333,0.9924041127832443,0.0,-4.828975578189656,2.9962340405988797,0.5277837373954087,1088.0
2023-07-22,S003,P0001,Clothing,East,428,360,70,369.43,53.5,10,Snowy,1,57.97,Winter,246.0,302.0,59.0,163.71428571428572,151.66666666666666,1.0026814243408946,0.0,-4.828975578189656,2.612714746664341,0.8409250175192712,1146.0
2023-07-23,S003,P0001,Clothing,West,80,34,187,52.93,82.73,0,Sunny,0,81.88,Autumn,360.0,301.0,104.0,125.57142857142857,149.33333333333334,1.0096550398328077,0.0,-4.828975578189656,0.6365806524951688,0.4244694132334582,879.0
2023-07-24,S003,P0001,Electronics,South,197,163,88,163.61,55.82,5,Sunny,1,56.65,Summer,34.0,30.0,411.0,144.57142857142858,141.06666666666666,0.9924041127832443,0.0,-4.828975578189656,1.3617063296139034,0.8269913749365805,1012.0000000000001
2023-07-25,S003,P0001,Toys,South,103,88,108,101.29,59.79,20,Rainy,1,57.54,Spring,163.0,51.0,151.0,149.85714285714286,138.96666666666667,0.9953244926435111,0.0,-4.828975578189656,0.6868629132132991,0.8535402521823473,1049.0
2023-07-26,S003,P0001,Groceries,East,305,53,119,56.56,88.94,20,Rainy,0,90.91,Spring,88.0,4.0,22.0,156.85714285714286,140.0,0.9953244926435111,0.0,-4.828975578189656,1.9432056066260126,0.17371353654539495,1098.0
2023-07-27,S003,P0001,Toys,North,404,93,86,85.26,99.56,15,Rainy,0,97.23,Winter,53.0,154.0,140.0,148.14285714285714,138.43333333333334,1.0026814243408946,0.0,-4.828975578189656,2.7252577816324566,0.23014105419450628,1037.0
2023-07-28,S003,P0001,Clothing,North,222,218,127,236.1,15.25,10,Cloudy,0,13.35,Spring,93.0,246.0,333.0,144.14285714285714,134.6,0.9953244926435111,0.0,-4.828975578189656,1.5390710111914432,0.9815398469158038,1009.0
2023-07-29,S003,P0001,Furniture,South,65,25,181,44.29,12.64,5,Rainy,0,13.46,Summer,218.0,360.0,43.0,96.28571428571429,134.0,0.9924041127832443,0.0,-4.828975578189656,0.674373795761079,0.3840245775729647,674.0
2023-07-30,S003,P0001,Clothing,South,411,191,166,190.6,48.77,0,Cloudy,1,44.98,Autumn,25.0,34.0,119.0,118.71428571428571,136.4,1.0096550398328077,0.0,-4.828975578189656,3.4591799927858604,0.46460715154463633,831.0
2023-07-31,S003,P0001,Groceries,East,336,63,160,58.82,46.22,10,Cloudy,1,49.91,Winter,191.0,163.0,245.0,104.42857142857143,130.33333333333334,1.0026814243408946,0.0,-4.828975578189656,3.214432144321443,0.18744421303183575,731.0
2023-08-01,S003,P0001,Toys,North,61,20,121,25.55,28.39,15,Cloudy,0,29.91,Summer,63.0,88.0,106.0,94.71428571428571,127.46666666666667,0.9924041127832443,0.0,-4.828975578189656,0.6433629651951184,0.3273322422258592,663.0
2023-08-02,S003,P0001,Electronics,North,476,442,149,458.44,69.49,15,Rainy,0,71.62,Spring,20.0,53.0,173.0,150.28571428571428,136.43333333333334,0.9953244926435111,0.0,-4.828975578189656,3.165194262372946,0.9283763915143877,1052.0
2023-08-03,S003,P0001,Furniture,West,305,43,132,40.2,30.24,5,Snowy,1,32.3,Autumn,442.0,93.0,128.0,143.14285714285714,133.6,1.0096550398328077,0.0,-4.828975578189656,2.129251022239952,0.1409373975745657,1002.0
2023-08-04,S003,P0001,Furniture,East,169,41,93,60.84,38.34,20,Snowy,1,35.17,Autumn,43.0,218.0,187.0,117.85714285714286,128.73333333333332,1.0096550398328077,0.0,-4.828975578189656,1.4327237495458398,0.24246008279124778,825.0
2023-08-05,S003,P0001,Groceries,North,382,96,124,95.73,68.07,0,Rainy,1,65.76,Summer,41.0,25.0,25.0,128.0,131.1,0.9924041127832443,0.0,-4.828975578189656,2.9820452771272445,0.2512431300706621,896.0
2023-08-06,S003,P0001,Furniture,North,469,200,172,197.14,35.14,0,Cloudy,1,37.4,Winter,96.0,191.0,21.0,129.28571428571428,137.06666666666666,1.0026814243408946,0.0,-4.828975578189656,3.6248205807662583,0.4263483265828181,905.0
2023-08-07,S003,P0001,Electronics,North,381,325,40,329.03,24.35,15,Sunny,0,22.87,Spring,200.0,63.0,98.0,166.71428571428572,144.63333333333333,0.9953244926435111,0.0,-4.828975578189656,2.283977048899546,0.8527945421149304,1167.0
2023-08-08,S003,P0001,Electronics,West,277,141,51,141.41,88.51,10,Cloudy,1,88.42,Winter,325.0,20.0,163.0,184.0,143.9,1.0026814243408946,0.0,-4.828975578189656,1.5046170559478544,0.5088415734391916,1288.0
2023-08-09,S003,P0001,Groceries,West,331,80,41,91.47,23.77,5,Sunny,0,25.61,Spring,141.0,442.0,91.0,132.28571428571428,143.53333333333333,0.9953244926435111,0.0,-4.828975578189656,2.5002697744685447,0.24161884627000904,926.0
2023-08-10,S003,P0001,Toys,South,79,28,42,20.76,87.3,10,Cloudy,0,89.76,Winter,80.0,43.0,199.0,130.14285714285714,137.83333333333334,1.0026814243408946,0.0,-4.828975578189656,0.60655917516727,0.3539823008849558,911.0
2023-08-11,S003,P0001,Groceries,North,270,207,184,212.97,34.73,10,Cloudy,0,34.69,Winter,28.0,41.0,6.0,153.85714285714286,144.53333333333333,1.0026814243408946,0.0,-4.828975578189656,1.753734805604528,0.7663828211773417,1077.0
2023-08-12,S003,P0001,Electronics,South,59,8,155,27.05,90.28,5,Rainy,0,93.86,Spring,207.0,96.0,102.0,141.28571428571428,141.4,0.9953244926435111,0.0,-4.828975578189656,0.41729817116297874,0.1353637901861252,989.0
2023-08-13,S003,P0001,Groceries,East,75,71,106,71.23,32.04,20,Sunny,1,34.94,Autumn,8.0,200.0,235.0,122.85714285714286,135.93333333333334,1.0096550398328077,0.0,-4.828975578189656,0.6099686301847334,0.9454061251664448,860.0
2023-08-14,S003,P0001,Electronics,South,459,119,140,115.48,33.51,5,Sunny,0,32.37,Summer,71.0,325.0,302.0,93.42857142857143,129.83333333333334,0.9924041127832443,0.0,-4.828975578189656,4.907591263173973,0.2592027880636027,654.0
2023-08-15,S003,P0001,Electronics,West,291,101,66,116.91,21.02,0,Rainy,1,19.19,Winter,119.0,141.0,301.0,87.71428571428571,123.16666666666667,1.0026814243408946,0.0,-4.828975578189656,3.3138116154221575,0.34695980762624523,614.0
2023-08-16,S003,P0001,Electronics,East,171,159,151,170.58,63.8,20,Rainy,1,67.76,Summer,101.0,80.0,30.0,99.0,127.46666666666667,0.9924041127832443,0.0,-4.828975578189656,1.725529767911201,0.9292811221507891,693.0
2023-08-17,S003,P0001,Groceries,West,63,42,113,61.3,19.4,20,Rainy,1,20.86,Winter,159.0,28.0,51.0,101.0,127.16666666666667,1.0026814243408946,0.0,-4.828975578189656,0.6231454005934719,0.6656101426307448,707.0
2023-08-18,S003,P0001,Toys,East,181,146,114,141.74,11.04,20,Snowy,1,7.13,Autumn,42.0,207.0,4.0,92.28571428571429,131.9,1.0096550398328077,0.0,-4.828975578189656,1.95917736199165,0.8061844284925456,646.0
2023-08-19,S003,P0001,Furniture,East,143,42,114,53.43,17.43,5,Cloudy,1,17.0,Summer,146.0,8.0,154.0,97.14285714285714,128.16666666666666,0.9924041127832443,0.0,-4.828975578189656,1.4705450271779053,0.29350104821802936,680.0
2023-08-20,S003,P0001,Groceries,South,110,61,40,65.44,41.03,5,Snowy,1,36.37,Autumn,42.0,71.0,246.0,95.71428571428571,122.0,1.0096550398328077,0.0,-4.828975578189656,1.1480542716564786,0.5540417801998184,670.0
2023-08-21,S003,P0001,Toys,North,62,26,66,28.77,66.5,10,Snowy,1,67.39,Autumn,61.0,119.0,360.0,82.42857142857143,110.86666666666666,1.0096550398328077,0.0,-4.828975578189656,0.7512549766314697,0.4186795491143317,577.0
2023-08-22,S003,P0001,Groceries,East,307,209,126,221.84,44.29,15,Cloudy,0,42.21,Summer,26.0,101.0,34.0,97.85714285714286,116.7,0.9924041127832443,0.0,-4.828975578189656,3.1340236254921976,0.6805600781504395,685.0
2023-08-23,S003,P0001,Clothing,North,357,307,54,320.8,54.15,20,Sunny,1,51.57,Autumn,209.0,159.0,163.0,119.0,121.5,1.0096550398328077,0.0,-4.828975578189656,2.9974811083123427,0.8597031643797255,833.0
2023-08-24,S003,P0001,Groceries,South,413,86,49,92.6,76.58,0,Snowy,0,71.59,Autumn,307.0,42.0,88.0,125.28571428571429,121.43333333333334,1.0096550398328077,0.0,-4.828975578189656,3.2938361626979606,0.2081820382473977,877.0
2023-08-25,S003,P0001,Furniture,East,334,314,77,308.11,98.12,10,Cloudy,1,99.22,Autumn,86.0,146.0,53.0,149.28571428571428,130.13333333333333,1.0096550398328077,0.0,-4.828975578189656,2.2358228937553792,0.9398383717449864,1045.0
2023-08-26,S003,P0001,Groceries,South,440,213,184,221.94,96.98,15,Cloudy,1,93.4,Winter,314.0,42.0,93.0,173.71428571428572,134.13333333333333,1.0026814243408946,0.0,-4.828975578189656,2.5314374948631544,0.48398091342876615,1216.0
2023-08-27,S003,P0001,Clothing,South,485,385,65,397.86,91.93,15,Rainy,0,96.04,Winter,213.0,61.0,218.0,220.0,139.7,1.0026814243408946,0.0,-4.828975578189656,2.203543843707406,0.7936507936507936,1540.0
2023-08-28,S003,P0001,Clothing,North,198,79,103,96.89,98.0,15,Rainy,1,97.71,Spring,385.0,26.0,25.0,227.57142857142858,141.5,0.9953244926435111,0.0,-4.828975578189656,0.8696743427244776,0.3987884906612822,1593.0
2023-08-29,S003,P0001,Electronics,West,429,0,68,-0.33,25.77,0,Cloudy,1,24.19,Autumn,79.0,209.0,191.0,197.71428571428572,135.13333333333333,1.0096550398328077,0.0,-4.828975578189656,2.1687008016176788,0.0,1384.0
2023-08-30,S003,P0001,Clothing,South,266,221,73,235.57,59.17,15,Cloudy,1,56.66,Autumn,0.0,307.0,63.0,185.42857142857142,140.4,1.0096550398328077,0.0,-4.828975578189656,1.4337414337414338,0.8305148440435925,1298.0
2023-08-31,S003,P0001,Furniture,West,447,183,109,186.38,50.75,10,Sunny,0,51.83,Summer,221.0,86.0,20.0,199.28571428571428,145.83333333333334,0.9924041127832443,0.0,-4.828975578189656,2.241885792075661,0.4093044061731156,1395.0
2023-09-01,S003,P0001,Groceries,South,246,13,40,18.28,96.27,15,Rainy,0,99.88,Spring,183.0,314.0,442.0,156.28571428571428,131.53333333333333,0.9953244926435111,0.0,-4.828975578189656,1.5730337078651686,0.05282405526208858,1094.0
2023-09-02,S003,P0001,Groceries,East,111,36,74,30.08,22.75,20,Cloudy,0,19.47,Winter,13.0,213.0,43.0,131.0,131.3,1.0026814243408946,0.0,-4.828975578189656,0.8466819221967964,0.32403240324032406,917.0
2023-09-03,S003,P0001,Toys,South,303,82,115,89.14,71.22,10,Snowy,0,72.97,Summer,36.0,385.0,41.0,87.71428571428571,132.66666666666666,0.9924041127832443,0.0,-4.828975578189656,3.450463640800391,0.2705377763114483,614.0
2023-09-04,S003,P0001,Groceries,East,122,34,150,51.33,88.04,0,Rainy,0,91.08,Autumn,82.0,79.0,96.0,81.28571428571429,130.6,1.0096550398328077,0.0,-4.828975578189656,1.4990345796033,0.2784602784602785,569.0
2023-09-05,S003,P0001,Groceries,West,151,9,198,8.22,58.42,15,Cloudy,0,59.37,Winter,34.0,0.0,200.0,82.57142857142857,124.23333333333333,1.0026814243408946,0.0,-4.828975578189656,1.8265076896492138,0.059563203176704174,578.0
2023-09-06,S003,P0001,Groceries,South,303,140,78,151.73,83.75,20,Snowy,1,83.86,Autumn,9.0,221.0,325.0,71.0,118.06666666666666,1.0096550398328077,0.0,-4.828975578189656,4.261603375527426,0.4618937644341801,497.0
2023-09-07,S003,P0001,Electronics,South,341,99,99,109.96,93.01,10,Snowy,0,95.98,Summer,140.0,183.0,141.0,59.0,116.66666666666667,0.9924041127832443,0.0,-4.828975578189656,5.769881556683587,0.29023746701846964,413.0
2023-09-08,S003,P0001,Furniture,East,407,0,36,-7.33,17.39,10,Cloudy,0,16.64,Autumn,99.0,13.0,80.0,57.142857142857146,114.0,1.0096550398328077,0.0,-4.828975578189656,7.110057399550786,0.0,400.0
2023-09-09,S003,P0001,Clothing,North,79,26,176,34.58,29.67,0,Snowy,1,34.08,Winter,0.0,36.0,28.0,55.714285714285715,113.93333333333334,1.0026814243408946,0.0,-4.828975578189656,1.4154082416176093,0.32869785082174463,390.0
2023-09-10,S003,P0001,Furniture,West,430,231,191,244.54,38.43,20,Rainy,1,35.93,Spring,26.0,82.0,207.0,77.0,114.73333333333333,0.9953244926435111,0.0,-4.828975578189656,5.577172503242543,0.537084398976982,539.0
2023-09-11,S003,P0001,Furniture,West,195,141,49,143.26,27.51,20,Cloudy,0,27.31,Summer,231.0,34.0,8.0,92.28571428571429,119.16666666666667,0.9924041127832443,0.0,-4.828975578189656,2.1107159424771917,0.7227063044592517,646.0
2023-09-12,S003,P0001,Toys,West,179,4,105,23.89,79.03,10,Snowy,0,82.33,Winter,141.0,9.0,71.0,91.57142857142857,116.93333333333334,1.0026814243408946,0.0,-4.828975578189656,1.9526258376188252,0.02233389168062535,641.0
2023-09-13,S003,P0001,Electronics,South,249,183,119,199.29,90.98,15,Rainy,1,90.38,Winter,4.0,140.0,119.0,97.71428571428571,119.06666666666666,1.0026814243408946,0.0,-4.828975578189656,2.545640426464145,0.7346447209955841,684.0
2023-09-14,S003,P0001,Toys,North,263,229,116,230.74,91.65,20,Snowy,1,92.22,Autumn,183.0,99.0,101.0,116.28571428571429,123.33333333333333,1.0096550398328077,0.0,-4.828975578189656,2.259727507057813,0.8703914861269478,814.0
2023-09-15,S003,P0001,Toys,South,211,28,20,30.31,97.35,5,Cloudy,0,98.27,Autumn,229.0,0.0,159.0,120.28571428571429,118.96666666666667,1.0096550398328077,0.0,-4.828975578189656,1.7526996558680432,0.13263855992420653,842.0
2023-09-16,S003,P0001,Electronics,South,265,84,33,78.85,26.24,15,Cloudy,0,28.2,Autumn,28.0,26.0,42.0,128.57142857142858,120.36666666666666,1.0096550398328077,0.0,-4.828975578189656,2.0595092705673363,0.31686156167483964,900.0000000000001
2023-09-17,S003,P0001,Toys,West,147,86,164,102.47,89.21,10,Cloudy,1,90.94,Winter,84.0,231.0,146.0,107.85714285714286,118.36666666666666,1.0026814243408946,0.0,-4.828975578189656,1.3616514489876936,0.5846363018354861,755.0
2023-09-18,S003,P0001,Electronics,East,51,43,30,46.22,56.01,15,Snowy,0,53.45,Winter,86.0,141.0,42.0,93.85714285714286,118.4,1.0026814243408946,0.0,-4.828975578189656,0.5428006689980234,0.8414872798434442,657.0
2023-09-19,S003,P0001,Clothing,North,111,71,146,68.2,62.52,15,Rainy,1,67.5,Summer,43.0,4.0,61.0,103.42857142857143,118.73333333333333,0.9924041127832443,0.0,-4.828975578189656,1.0721677935697531,0.6390639063906391,724.0
2023-09-20,S003,P0001,Groceries,North,89,69,42,83.71,19.79,5,Rainy,0,21.57,Autumn,71.0,183.0,26.0,87.14285714285714,120.16666666666667,1.0096550398328077,0.0,-4.828975578189656,1.0201408220075325,0.7744107744107744,610.0
2023-09-21,S003,P0001,Electronics,South,126,25,196,22.32,29.67,15,Snowy,1,26.97,Spring,69.0,229.0,209.0,58.0,114.03333333333333,0.9953244926435111,0.0,-4.828975578189656,2.1686746987951806,0.19825535289452817,406.0
2023-09-22,S003,P0001,Furniture,South,147,41,196,47.96,75.39,5,Snowy,0,72.25,Autumn,25.0,28.0,307.0,59.857142857142854,105.16666666666667,1.0096550398328077,0.0,-4.828975578189656,2.4517512508934955,0.2787219578518015,419.0
2023-09-23,S003,P0001,Groceries,East,414,78,154,79.12,98.33,5,Rainy,1,98.5,Autumn,41.0,84.0,86.0,59.0,104.9,1.0096550398328077,0.0,-4.828975578189656,7.00507614213198,0.1883602994445786,413.0
2023-09-24,S003,P0001,Clothing,West,53,10,165,21.51,88.0,20,Cloudy,0,85.92,Winter,78.0,86.0,314.0,48.142857142857146,94.76666666666667,1.0026814243408946,0.0,-4.828975578189656,1.0986082321587207,0.18832391713747645,337.0
2023-09-25,S003,P0001,Clothing,East,427,102,170,97.09,16.18,5,Snowy,1,19.97,Autumn,10.0,43.0,213.0,56.57142857142857,91.06666666666666,1.0096550398328077,0.0,-4.828975578189656,7.534660952861104,0.23881994848981503,396.0
